id,display_name,works_api_url,works_count,h_index,country_code
https://openalex.org/A5012429628,Damian Serwata,https://api.openalex.org/works?filter=author.id:A5012429628,3,1,PL
https://openalex.org/A5047136123,Daniel Krofcheck,https://api.openalex.org/works?filter=author.id:A5047136123,87,15,US
https://openalex.org/A5087088138,Dan Jurafsky,https://api.openalex.org/works?filter=author.id:A5087088138,356,86,US
https://openalex.org/A5056889621,Dan Svirsky,https://api.openalex.org/works?filter=author.id:A5056889621,15,5,US
https://openalex.org/A5086524212,Danaë Metaxa,https://api.openalex.org/works?filter=author.id:A5086524212,34,12,US
https://openalex.org/A5087725561,Danial Vahabli,https://api.openalex.org/works?filter=author.id:A5087725561,7,2,US
https://openalex.org/A5002809454,Daniel A. McFarland,https://api.openalex.org/works?filter=author.id:A5002809454,108,37,US
https://openalex.org/A5035425698,Daniel González‐Acuña,https://api.openalex.org/works?filter=author.id:A5035425698,325,34,CL
https://openalex.org/A5058408154,Daniel E. Ho,https://api.openalex.org/works?filter=author.id:A5058408154,229,31,US
https://openalex.org/A5007746083,Daniel G. Goldstein,https://api.openalex.org/works?filter=author.id:A5007746083,234,53,
https://openalex.org/A5027079032,Daniel B. Larremore,https://api.openalex.org/works?filter=author.id:A5027079032,129,34,US
https://openalex.org/A5073734735,Daniel Matter,https://api.openalex.org/works?filter=author.id:A5073734735,30,8,DE
https://openalex.org/A5040651832,Daniel Putman,https://api.openalex.org/works?filter=author.id:A5040651832,42,10,US
https://openalex.org/A5018502975,Daniel L. Rock,https://api.openalex.org/works?filter=author.id:A5018502975,181,63,US
https://openalex.org/A5064158757,Daniel M. Romero,https://api.openalex.org/works?filter=author.id:A5064158757,107,27,US
https://openalex.org/A5092493862,Daniel Verdi do Amarante,https://api.openalex.org/works?filter=author.id:A5092493862,2,1,US
https://openalex.org/A5081008532,Daniele Quercia,https://api.openalex.org/works?filter=author.id:A5081008532,295,43,GB
https://openalex.org/A5101327306,Danishjeet Singh,https://api.openalex.org/works?filter=author.id:A5101327306,4,1,US
https://openalex.org/A5078228552,Daria Kravets,https://api.openalex.org/works?filter=author.id:A5078228552,9,3,DE
https://openalex.org/A5002041772,Dashun Wang,https://api.openalex.org/works?filter=author.id:A5002041772,158,34,US
https://openalex.org/A5032167625,David J. Blok,https://api.openalex.org/works?filter=author.id:A5032167625,47,17,NL
https://openalex.org/A5089054864,David D. Fang,https://api.openalex.org/works?filter=author.id:A5089054864,222,43,US
https://openalex.org/A5100766043,David García,https://api.openalex.org/works?filter=author.id:A5100766043,333,57,US
https://openalex.org/A5081540617,David H. Rehkopf,https://api.openalex.org/works?filter=author.id:A5081540617,276,49,US
https://openalex.org/A5077537901,David Joachim Grüning,https://api.openalex.org/works?filter=author.id:A5077537901,128,9,DE
https://openalex.org/A5046126345,David Jurgens,https://api.openalex.org/works?filter=author.id:A5046126345,189,35,US
https://openalex.org/A5064274071,David Kempe,https://api.openalex.org/works?filter=author.id:A5064274071,192,44,US
https://openalex.org/A5017534262,David A. Lagnado,https://api.openalex.org/works?filter=author.id:A5017534262,253,41,GB
https://openalex.org/A5013670125,David Lazer,https://api.openalex.org/works?filter=author.id:A5013670125,449,59,US
https://openalex.org/A5006559598,David M. Kent,https://api.openalex.org/works?filter=author.id:A5006559598,438,67,US
https://openalex.org/A5056499434,David G. Rand,https://api.openalex.org/works?filter=author.id:A5056499434,504,90,US
https://openalex.org/A5054707908,David Rothschild,https://api.openalex.org/works?filter=author.id:A5054707908,222,26,US
https://openalex.org/A5101621295,David H. Van Thiel,https://api.openalex.org/works?filter=author.id:A5101621295,590,76,US
https://openalex.org/A5069298278,Davide Longo,https://api.openalex.org/works?filter=author.id:A5069298278,10,4,GB
https://openalex.org/A5059976286,D. Wang,https://api.openalex.org/works?filter=author.id:A5059976286,2468,146,US
https://openalex.org/A5019426968,Dawn Song,https://api.openalex.org/works?filter=author.id:A5019426968,532,117,US
https://openalex.org/A5080265907,Dean Eckles,https://api.openalex.org/works?filter=author.id:A5080265907,125,34,US
https://openalex.org/A5004281470,Deb Roy,https://api.openalex.org/works?filter=author.id:A5004281470,289,41,US
https://openalex.org/A5103986653,Debarati Das,https://api.openalex.org/works?filter=author.id:A5103986653,28,10,IN
https://openalex.org/A5010577211,Dehao Zhang,https://api.openalex.org/works?filter=author.id:A5010577211,2,1,CN
https://openalex.org/A5083334761,Derek Aguiar,https://api.openalex.org/works?filter=author.id:A5083334761,38,9,US
https://openalex.org/A5008551833,Derek Ouyang,https://api.openalex.org/works?filter=author.id:A5008551833,32,6,US
https://openalex.org/A5084116084,Detmar W. Straub,https://api.openalex.org/works?filter=author.id:A5084116084,270,69,US
https://openalex.org/A5102791025,Devansh Jain,https://api.openalex.org/works?filter=author.id:A5102791025,13,5,US
https://openalex.org/A5101456958,Dhruv Gupta,https://api.openalex.org/works?filter=author.id:A5101456958,53,9,IN
https://openalex.org/A5075837940,Diane Dagyong Kim,https://api.openalex.org/works?filter=author.id:A5075837940,2,0,US
https://openalex.org/A5046270537,Diego Gómez-Zará,https://api.openalex.org/works?filter=author.id:A5046270537,34,8,US
https://openalex.org/A5079213654,Dilrukshi Gamage,https://api.openalex.org/works?filter=author.id:A5079213654,49,14,JP
https://openalex.org/A5087528940,Diogo A. Gomes,https://api.openalex.org/works?filter=author.id:A5087528940,251,30,SA
https://openalex.org/A5089413311,Diyi Yang,https://api.openalex.org/works?filter=author.id:A5089413311,320,42,US
https://openalex.org/A5078357516,Dmitry Zinoviev,https://api.openalex.org/works?filter=author.id:A5078357516,88,14,US
https://openalex.org/A5003636926,Do Won Kim,https://api.openalex.org/works?filter=author.id:A5003636926,226,25,KR
https://openalex.org/A5010846099,Dong-Hyeon Seo,https://api.openalex.org/works?filter=author.id:A5010846099,11,4,KR
https://openalex.org/A5069137598,Dong‐Hyun Kang,https://api.openalex.org/works?filter=author.id:A5069137598,322,54,KR
https://openalex.org/A5040821714,Dongyeop Kang,https://api.openalex.org/works?filter=author.id:A5040821714,158,17,US
https://openalex.org/A5071615041,Dora Zhao,https://api.openalex.org/works?filter=author.id:A5071615041,15,5,US
https://openalex.org/A5091314544,Dorottya Kisfalusi,https://api.openalex.org/works?filter=author.id:A5091314544,35,9,HU
https://openalex.org/A5064910304,Doug Beeferman,https://api.openalex.org/works?filter=author.id:A5064910304,40,12,US
https://openalex.org/A5036032919,Douglas Guilbeault,https://api.openalex.org/works?filter=author.id:A5036032919,44,12,US
https://openalex.org/A5063445465,Drew Dimmery,https://api.openalex.org/works?filter=author.id:A5063445465,35,6,US
https://openalex.org/A5015761687,Duccio Piovani,https://api.openalex.org/works?filter=author.id:A5015761687,21,6,GB
https://openalex.org/A5093587867,Duncan Cassells,https://api.openalex.org/works?filter=author.id:A5093587867,2,1,FR
https://openalex.org/A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,217,66,US
https://openalex.org/A5000868394,Eaman Jahani,https://api.openalex.org/works?filter=author.id:A5000868394,38,10,US
https://openalex.org/A5013389509,Asli Ebru Şanlıtürk,https://api.openalex.org/works?filter=author.id:A5013389509,15,3,DE
https://openalex.org/A5040483533,Eduardo López‐Collazo,https://api.openalex.org/works?filter=author.id:A5040483533,190,42,ES
https://openalex.org/A5009831760,Edward A. Lee,https://api.openalex.org/works?filter=author.id:A5009831760,648,75,US
https://openalex.org/A5086624931,Ege Otenen,https://api.openalex.org/works?filter=author.id:A5086624931,9,3,US
https://openalex.org/A5074486542,Eirliani Abdul Rahman,https://api.openalex.org/works?filter=author.id:A5074486542,4,0,KE
https://openalex.org/A5015866712,Ekaterina Landgren,https://api.openalex.org/works?filter=author.id:A5015866712,10,1,US
https://openalex.org/A5092972999,Elham Shamloo Aghakhani,https://api.openalex.org/works?filter=author.id:A5092972999,1,1,IR
https://openalex.org/A5078951239,Elinor Poole-Dayan,https://api.openalex.org/works?filter=author.id:A5078951239,3,2,DZ
https://openalex.org/A5059356040,Elisabeth Stockinger,https://api.openalex.org/works?filter=author.id:A5059356040,6,2,CH
https://openalex.org/A5044856388,Elizabeth T. Chin,https://api.openalex.org/works?filter=author.id:A5044856388,51,17,US
